Sr No.,Utterance,Speaker,Emotion,Sentiment,Dialogue_ID,Utterance_ID,Season,Episode,StartTime,EndTime,Duration,Utterance_Length
1706,We are switching at the next rest stop and,Phoebe,anger,negative,173,4,6,1,1900-01-01 00:10:47.118,1900-01-01 00:10:54.494,7.376,9
1707,All right. All right.,Joey,neutral,neutral,173,5,6,1,1900-01-01 00:10:55.404,1900-01-01 00:10:56.488,1.084,4
1708,Yeah! And until then you are going to sing to me because the radios broken and you are selfish but have a nice voice.,Phoebe,anger,negative,173,6,6,1,1900-01-01 00:10:56.697,1900-01-01 00:11:04.120,7.423,24
1715,It was. The duck in particular was superb.,2nd Customer,joy,positive,174,2,9,19,1900-01-01 00:05:57.900,1900-01-01 00:06:00.444,2.544,8
1716,Thank you!    You haven't said anything...,Monica,joy,positive,174,3,9,19,1900-01-01 00:06:00.611,1900-01-01 00:06:07.993,7.382,6
1717,Actually I do have one small complaint.,3rd Customer,neutral,neutral,174,4,9,19,1900-01-01 00:06:08.202,1900-01-01 00:06:10.704,2.502,7
1719,The musician right outside the restaurant...it's kind    of a mood-killer!,3rd Customer,sadness,negative,174,6,9,19,1900-01-01 00:06:16.168,1900-01-01 00:06:19.463,3.295,10
1722,You owe me 20 bucks.,Monica,joy,positive,175,1,1,9,1900-01-01 00:07:55.850,1900-01-01 00:07:58.290,2.44,5
1723,Thank you. Thank you so much!,Rachel,joy,positive,175,2,1,9,1900-01-01 00:07:58.394,1900-01-01 00:08:00.896,2.502,6
1724,"Chandler, here you go, got your traditional Thanksgiving feast, you got your tomato soup, your grilled cheese fixin's, and your family size bag of Funyuns.",Monica,neutral,neutral,175,3,1,9,1900-01-01 00:08:01.063,1900-01-01 00:08:09.237,8.174,25
1725,"Wait, wait, Chandler, this is what you're havin' for Thanksgiving dinner?",Rachel,surprise,negative,175,4,1,9,1900-01-01 00:08:09.405,1900-01-01 00:08:12.032,2.627,11
1726,"What, what, what is it with you and this holiday?",Rachel,anger,negative,175,5,1,9,1900-01-01 00:08:12.200,1900-01-01 00:08:14.784,2.584,10
1727,"All right, I'm nine years old.",Chandler,neutral,neutral,175,6,1,9,1900-01-01 00:08:16.204,1900-01-01 00:08:17.496,1.292,6
1728,"Oh, I hate this story.",Ross,sadness,negative,175,7,1,9,1900-01-01 00:08:17.663,1900-01-01 00:08:19.331,1.668,5
1729,We just finished this magnificent Thanksgiving dinner.,Chandler,neutral,neutral,175,8,1,9,1900-01-01 00:08:19.499,1900-01-01 00:08:21.416,1.917,7
1730,"I have--and I remember this part vividly--a mouthful of pumpkin pie, and this is the moment my parents choose to tell me they're getting divorced.",Chandler,sadness,negative,175,9,1,9,1900-01-01 00:08:26.005,1900-01-01 00:08:30.091,4.086,25
1732,Yes. It's very difficult to appreciate a Thanksgiving dinner once you've seen it in reverse.,Chandler,sadness,negative,175,11,1,9,1900-01-01 00:08:31.802,1900-01-01 00:08:36.223,4.421,15
1733,"Hey, who's this little naked guy?",Rachel,surprise,positive,176,0,1,8,1900-01-01 00:20:18.800,1900-01-01 00:20:20.843,2.043,6
1734,That little naked guy would be me.,Ross,neutral,neutral,176,1,1,8,1900-01-01 00:20:21.053,1900-01-01 00:20:23.179,2.126,7
1735,"Aww, look at the little thing.",Rachel,surprise,positive,176,2,1,8,1900-01-01 00:20:23.805,1900-01-01 00:20:26.557,2.752,6
1739,"Oh, that's Nana, right there in the middle.  'Me and the gang at Java Joe's'.",Monica,neutral,neutral,176,6,1,8,1900-01-01 00:20:38.111,1900-01-01 00:20:45.826,7.715,15
1740,"Wow, Monica, you look just like your grandmother. How old was she there?",Rachel,surprise,positive,176,7,1,8,1900-01-01 00:20:46.036,1900-01-01 00:20:49.622,3.586,13
1741,"Let's see, 1939... yeah, 24, 25?",Monica,neutral,neutral,176,8,1,8,1900-01-01 00:20:49.831,1900-01-01 00:20:57.088,7.257,6
1742,Looks like a fun gang.,Ross,neutral,neutral,176,9,1,8,1900-01-01 00:20:54.211,1900-01-01 00:20:57.088,2.877,5
1743,"Ooh, look-look-look-look-look! I got Monica naked!",Joey,joy,positive,176,10,1,8,1900-01-01 00:21:02.970,1900-01-01 00:21:06.138,3.168,6
1745,"So, whats this about?",Tag,joy,positive,177,0,8,2,1900-01-01 00:15:57.122,1900-01-01 00:15:58.790,1.668,4
1746,"Rachel has something that she wants to tell you and umm, I believe that this is your red sweater.",Phoebe,neutral,neutral,177,1,8,2,1900-01-01 00:15:58.999,1900-01-01 00:16:05.922,6.923,19
1747,No.  This is my red sweater.,Tag,neutral,neutral,177,2,8,2,1900-01-01 00:16:06.090,1900-01-01 00:16:10.218,4.128,6
1748,Oh no. Could I get anyone a coffee orpoison? No? Just for me? Okay.,Phoebe,fear,negative,177,3,8,2,1900-01-01 00:16:12.513,1900-01-01 00:16:23.940,11.427,15
1749,Whats going on Rach?,Tag,joy,positive,177,4,8,2,1900-01-01 00:16:25.359,1900-01-01 00:16:27.235,1.876,4
1750,"Nothing! Phoebe kinda made a mistake. But yknow you do wear that sweater a lot, are you involved in some kind of dare?",Rachel,fear,negative,177,5,8,2,1900-01-01 00:16:27.403,1900-01-01 00:16:40.331,12.928,23
1751,"Yknow, Im actually glad Phoebe called.",Tag,joy,positive,177,6,8,2,1900-01-01 00:16:37.663,1900-01-01 00:16:40.331,2.668,6
1752,"I know we broke up because you thought I wasnt mature enough, but Ive really grown up and think we should get back together.",Tag,joy,positive,177,7,8,2,1900-01-01 00:16:45.838,1900-01-01 00:16:52.468,6.63,24
1753,"Oh, its just not the right time.",Rachel,sadness,negative,177,8,8,2,1900-01-01 00:16:52.761,1900-01-01 00:16:54.804,2.043,7
1754,It is the right time.,Tag,joy,positive,177,9,8,2,1900-01-01 00:16:55.014,1900-01-01 00:16:56.266,1.252,5
1757,in the category of Favorite Returning Male Character the nominees are: John Wheeler from,The Presenter,neutral,neutral,178,1,7,18,1900-01-01 00:10:37.678,1900-01-01 00:10:43.141,5.463,14
1760,"Youre an Aquarius, huh?",Policeman,neutral,neutral,179,1,7,22,1900-01-01 00:13:31.995,1900-01-01 00:13:34.073,2.078,4
1761,I bet youre a Gemini.,Rachel,neutral,neutral,179,2,7,22,1900-01-01 00:13:35.773,1900-01-01 00:13:37.455,1.682,5
1769,"I knew it! I knew it, ahh.",Rachel,joy,positive,179,10,7,22,1900-01-01 00:13:43.948,1900-01-01 00:13:46.407,2.459,8
1772,Youre not gonna speed anymore right?,Policeman,neutral,neutral,179,11,7,22,1900-01-01 00:13:46.575,1900-01-01 00:13:49.137,2.562,6
1774,And you promise youll get this taken care of right away?,Policeman,neutral,neutral,179,13,7,22,1900-01-01 00:13:49.745,1900-01-01 00:13:51.831,2.086,11
1776,And in the meantime you better let him drive. Does he have a license?,Policeman,neutral,neutral,179,15,7,22,1900-01-01 00:13:52.706,1900-01-01 00:13:54.666,1.96,14
1778,Can he handle the stick?,Policeman,neutral,neutral,179,17,7,22,1900-01-01 00:13:55.086,1900-01-01 00:13:57.310,2.224,5
1780,I can handle the stick!!,Ross,anger,negative,179,19,7,22,1900-01-01 00:13:58.061,1900-01-01 00:14:00.983,2.922,5
1785,I cant believe this is taking so long. How are you doing?,Monica,sadness,negative,180,4,8,24,1900-01-01 00:02:29.220,1900-01-01 00:02:32.098,2.878,12
1786,Oh not bad. Do you know that feeling when youre trying to blow a Saint Bernard out your ass?,Rachel,sadness,negative,180,5,8,24,1900-01-01 00:02:32.265,1900-01-01 00:02:37.478,5.213,19
1787,Weirdest thing. Did I hearMother of God its true!,Chandler,surprise,negative,180,6,8,24,1900-01-01 00:02:40.565,1900-01-01 00:02:45.987,5.422,9
1790,"Not just Janice, Janice in labor, contracting and everything.",Ross,joy,positive,180,9,8,24,1900-01-01 00:02:52.243,1900-01-01 00:02:56.789,4.546,9
1791,"Oh, this should be easy. I have a very wide pelvis. You remember Chandler.",Janice,neutral,neutral,180,10,8,24,1900-01-01 00:02:58.249,1900-01-01 00:03:01.586,3.337,14
1792,Janice I didnt even know you were pregnant! Whos the unwitting human whos essence youve stolen?,Chandler,surprise,positive,180,11,8,24,1900-01-01 00:03:07.258,1900-01-01 00:03:13.473,6.215,16
1793,Its you. This is yours.,Janice,neutral,neutral,180,12,8,24,1900-01-01 00:03:15.516,1900-01-01 00:03:19.604,4.088,5
1795,Look how nervous he gets! We havent slept together in years!,Janice,joy,positive,180,14,8,24,1900-01-01 00:03:21.564,1900-01-01 00:03:25.234,3.67,11
1796,Thats funny. Does it-does it hurt? Does the labor hurt?,Chandler,fear,negative,180,15,8,24,1900-01-01 00:03:28.905,1900-01-01 00:03:31.699,2.794,10
1797,"Man, Im starving! What the hell was I thinking at dinner?! ""Do you want soup or salad?"" Both! Always order both!",Joey,anger,negative,181,0,7,12,1900-01-01 00:14:20.109,1900-01-01 00:14:27.615,7.506,21
1798,"Yknow, yknow Im lookin and I dont think anyones home here.",Ross,neutral,neutral,181,1,7,12,1900-01-01 00:14:29.785,1900-01-01 00:14:33.955,4.17,11
1799,"I say we just break the window, crawl through, and-and yknow explain later.",Ross,neutral,neutral,181,2,7,12,1900-01-01 00:14:34.123,1900-01-01 00:14:40.837,6.714,13
1800,Yeah? Really? No ones home?,Joey,surprise,positive,181,3,7,12,1900-01-01 00:14:41.088,1900-01-01 00:14:42.964,1.876,5
1801,I dont think so. Hello?  When you get in there,Ross,neutral,neutral,181,4,7,12,1900-01-01 00:14:41.088,1900-01-01 00:14:53.850,12.762,10
1803,I just saw Danny getting on the subway with a girl and he had his arm around her.,Rachel,sadness,negative,182,1,5,10,1900-01-01 00:06:57.834,1900-01-01 00:07:02.921,5.087,18
1804,"Oh, honey, I'm sorry.",Monica,sadness,negative,182,2,5,10,1900-01-01 00:07:03.089,1900-01-01 00:07:04.506,1.417,4
1805,"Well, you should be, this is all your fault! You meddled in our relationship!!",Rachel,anger,negative,182,3,5,10,1900-01-01 00:07:04.757,1900-01-01 00:07:11.596,6.839,14
1806,You had no relationship!!,Monica,anger,negative,182,4,5,10,1900-01-01 00:07:11.764,1900-01-01 00:07:13.598,1.834,4
1807,"No, but I was doing my thing and everything was going according to the plan!",Rachel,anger,negative,182,5,5,10,1900-01-01 00:07:13.766,1900-01-01 00:07:18.603,4.837,15
1808,"Oh God, stop with the plan!",Monica,anger,negative,182,6,5,10,1900-01-01 00:07:18.771,1900-01-01 00:07:22.149,3.378,6
1809,"So what, so what you saw him with a girl?",Monica,neutral,neutral,182,7,5,10,1900-01-01 00:07:22.316,1900-01-01 00:07:25.444,3.128,10
1812,"Now look, you're going to go out on a date with Danny and you're going to be so charming he's gonna forget all about that stupid subway girl.",Monica,neutral,neutral,182,10,5,10,1900-01-01 00:07:27.697,1900-01-01 00:07:33.577,5.88,28
1813,She was kinda stupid.,Rachel,neutral,neutral,182,11,5,10,1900-01-01 00:07:34.787,1900-01-01 00:07:36.913,2.126,4
1815,"All right, I'm just gonna go on the date.",Rachel,neutral,neutral,182,13,5,10,1900-01-01 00:07:38.510,1900-01-01 00:07:41.102,2.592,9
1817,That is the new plan.,Rachel,neutral,neutral,182,15,5,10,1900-01-01 00:07:41.461,1900-01-01 00:07:45.589,4.128,5
1824,"Ahh, look at you, you look great.",Duncan,joy,positive,183,5,2,4,1900-01-01 00:09:59.098,1900-01-01 00:10:01.308,2.21,7
1825,"Do I? Thank you, so do you.",Phoebe,neutral,neutral,183,6,2,4,1900-01-01 00:10:01.684,1900-01-01 00:10:03.810,2.126,7
1828,"So, wow, this is pretty wonerful, huh.",Phoebe,joy,positive,183,9,2,4,1900-01-01 00:10:09.025,1900-01-01 00:10:15.572,6.547,7
1829,Mr. major capades guy.,Phoebe,neutral,neutral,183,10,2,4,1900-01-01 00:10:10.318,1900-01-01 00:10:15.572,5.254,4
1830,"I, I remember when you were just, like, King Friday in Mr. Roger's Ice is Nice.",Phoebe,neutral,neutral,183,11,2,4,1900-01-01 00:10:16.824,1900-01-01 00:10:21.494,4.67,16
1831,You always said I'd make it.,Duncan,joy,positive,183,12,2,4,1900-01-01 00:10:23.080,1900-01-01 00:10:24.789,1.709,6
1832,"Yeah, well, ya know, I'm kind of spooky that way. Wooo.",Phoebe,neutral,neutral,183,13,2,4,1900-01-01 00:10:25.041,1900-01-01 00:10:28.376,3.335,11
1833,I missed you.  I'm gonna get changed.,Duncan,neutral,neutral,183,14,2,4,1900-01-01 00:10:29.920,1900-01-01 00:10:36.801,6.881,7
1836,"Oh, right, OK. Ole.",Phoebe,neutral,neutral,183,17,2,4,1900-01-01 00:10:43.559,1900-01-01 00:10:45.685,2.126,4
1838,"Um, the matador.  Ole, ha ha ha.",Phoebe,joy,positive,183,19,2,4,1900-01-01 00:10:50.441,1900-01-01 00:10:58.281,7.84,7
1839,"Hi Joey it's Jane Rogers, can't wait    for your party tonight.",Jane,joy,positive,184,0,9,20,1900-01-01 00:05:46.751,1900-01-01 00:05:49.462,2.711,11
1840,"Listen, I forgot your address, can you give me a call?",Jane,neutral,neutral,184,1,9,20,1900-01-01 00:05:49.629,1900-01-01 00:05:52.341,2.712,11
1845,"Yeah, it's a real shame you can't make it to that one-woman    show tonight.",Rachel,sadness,negative,184,6,9,20,1900-01-01 00:05:59.138,1900-01-01 00:06:03.351,4.213,14
1846,"Oh, I'd love to, but I gotta get up so early the next day and    so, you know me, work comes first",Joey,neutral,neutral,184,7,9,20,1900-01-01 00:06:03.518,1900-01-01 00:06:10.441,6.923,22
1847,"Oh, yeah, yeah, yeah...",Rachel,neutral,neutral,184,8,9,20,1900-01-01 00:06:06.729,1900-01-01 00:06:10.441,3.712,4
1848,"""Hi Joey, it's Jane Rogers can't wait for your party tonight""",Message,joy,positive,184,9,9,20,1900-01-01 00:06:11.943,1900-01-01 00:06:15.488,3.545,11
1850,You are having a party tonight??,Rachel,surprise,negative,184,11,9,20,1900-01-01 00:06:20.576,1900-01-01 00:06:22.578,2.002,6
1851,Kinda have a... a thing for the Days Of Our Life's people.,Joey,neutral,neutral,184,12,9,20,1900-01-01 00:06:23.120,1900-01-01 00:06:26.290,3.17,12
1852,And you weren't going to tell us? How did you think you were    gonna get away with that?,Rachel,anger,negative,184,13,9,20,1900-01-01 00:06:26.457,1900-01-01 00:06:32.421,5.964,18
1853,I do it every year.,Joey,neutral,neutral,184,14,9,20,1900-01-01 00:06:30.586,1900-01-01 00:06:32.421,1.835,5
1854,You do that every year??,Rachel,surprise,negative,184,15,9,20,1900-01-01 00:06:34.048,1900-01-01 00:06:36.092,2.044,5
1855,I didn't have to tell you that!! I'm stupider than Jane Rogers!!,Joey,anger,negative,184,16,9,20,1900-01-01 00:06:36.259,1900-01-01 00:06:41.472,5.213,12
1856,"Oh, that's why you got these tickets to that play, to get rid    of us??",Rachel,anger,negative,184,17,9,20,1900-01-01 00:06:42.473,1900-01-01 00:06:45.685,3.212,15
1858,And last year is that why you sent us to that medieval times    restaurant?,Rachel,anger,negative,184,19,9,20,1900-01-01 00:06:47.103,1900-01-01 00:06:50.565,3.462,14
1860,"OH! And the year before that, when you set up that nighttime    tour of that button factory?",Rachel,anger,negative,184,21,9,20,1900-01-01 00:06:52.817,1900-01-01 00:06:57.446,4.629,17
1863,Oh...  Oh my God. He remembered.,Rachel,surprise,positive,185,2,1,24,1900-01-01 00:08:34.805,1900-01-01 00:08:38.892,4.087,6
1865,It was like months ago.,Rachel,surprise,positive,185,4,1,24,1900-01-01 00:08:40.520,1900-01-01 00:08:42.229,1.709,5
1866,"We were walking by this antique store, and I saw this pin in the window, and I told him that it was just like one my grandmother had when I was a little girl.",Rachel,sadness,negative,185,5,1,24,1900-01-01 00:08:42.438,1900-01-01 00:08:49.819,7.381,34
1868,I can't believe he remembered!,Rachel,surprise,positive,185,7,1,24,1900-01-01 00:08:50.029,1900-01-01 00:08:53.365,3.336,5
1869,"Oh, it's so pretty. This must have cost him a fortune.",Phoebe,surprise,positive,185,8,1,24,1900-01-01 00:09:01.290,1900-01-01 00:09:07.420,6.13,11
1870,I can't believe he did this.,Monica,surprise,positive,185,9,1,24,1900-01-01 00:09:04.460,1900-01-01 00:09:07.420,2.96,6
1871,"Come on, Ross? Remember back in college, when he fell in love with Carol and bought her that ridiculously expensive crystal duck?",Chandler,neutral,neutral,185,10,1,24,1900-01-01 00:09:07.630,1900-01-01 00:09:16.555,8.925,22
1872,What did you just say?,Rachel,surprise,positive,185,11,1,24,1900-01-01 00:09:14.887,1900-01-01 00:09:16.555,1.668,5
1875,I really like waking up with you.,Gary,joy,positive,186,0,5,21,1900-01-01 00:19:59.698,1900-01-01 00:20:01.282,1.584,7
1876,"I like waking up with you too.  Oh! It's such a beautiful morning.  Oh, I can stay here all day.",Phoebe,joy,positive,186,1,5,21,1900-01-01 00:19:59.698,1900-01-01 00:20:07.163,7.465,20
1877,That would be great!,Gary,joy,positive,186,2,5,21,1900-01-01 00:20:09.166,1900-01-01 00:20:10.917,1.751,4
1878,We could have breakfast in bed,Phoebe,joy,positive,186,3,5,21,1900-01-01 00:20:11.168,1900-01-01 00:20:12.980,1.812,6
1880,Okay.  Oh! Oh no.,Phoebe,surprise,negative,186,5,5,21,1900-01-01 00:20:15.797,1900-01-01 00:20:19.425,3.628,4
1881,"Well that was depressing, I think I just bought a soft pretzel from one of the kids from",Rachel,sadness,negative,187,0,3,24,1900-01-01 00:08:18.664,1900-01-01 00:08:23.293,4.629,18
1882,Um-hmm. Oh wait! This is Bonnie.,Phoebe,surprise,positive,187,1,3,24,1900-01-01 00:08:24.170,1900-01-01 00:08:27.214,3.044,6
1884,This is Bonnie?  This is Bonnie?  Youre Bonnie?,Rachel,surprise,positive,187,3,3,24,1900-01-01 00:08:29.509,1900-01-01 00:08:30.675,1.166,8
1885,I can show you an ID if you want?,Bonnie,neutral,neutral,187,4,3,24,1900-01-01 00:08:33.095,1900-01-01 00:08:36.014,2.919,9
1886,"Oh no, Im sorry, you look a lot different from the last time I-I saw you.",Rachel,surprise,positive,187,5,3,24,1900-01-01 00:08:36.224,1900-01-01 00:08:40.268,4.044,16
1887,"Oh yeah, well I just started wearing bras again.",Bonnie,neutral,neutral,187,6,3,24,1900-01-01 00:08:40.520,1900-01-01 00:08:43.396,2.876,9
1888,"Oh, that must be it.",Rachel,neutral,neutral,187,7,3,24,1900-01-01 00:08:44.190,1900-01-01 00:08:45.941,1.751,5
1889,Well I hope you have fun tonight.,Phoebe,neutral,neutral,187,8,3,24,1900-01-01 00:08:47.485,1900-01-01 00:08:48.735,1.25,7
1894,"No you doy'know what, youre not gonna suck me into this.",Ross,anger,negative,188,3,4,2,1900-01-01 00:09:40.997,1900-01-01 00:09:47.836,6.839,11
1895,"Oh sure I am, because you always have to be right.",Rachel,anger,negative,188,4,4,2,1900-01-01 00:09:48.004,1900-01-01 00:09:52.173,4.169,11
1896,"I do not always have to beokay, okay.",Ross,anger,negative,188,5,4,2,1900-01-01 00:09:52.341,1900-01-01 00:09:54.467,2.126,8
1898,"I'm telling you, something's wrong! My brother does not stay out all night.",Monica,fear,negative,189,0,5,12,1900-01-01 00:09:12.760,1900-01-01 00:09:15.887,3.127,13
1899,Maybe we should check the trash chute.,Joey,neutral,neutral,189,1,5,12,1900-01-01 00:09:16.055,1900-01-01 00:09:18.181,2.126,7
1900,Ross couldn't fit down the trash chute.,Rachel,neutral,neutral,189,2,5,12,1900-01-01 00:09:19.809,1900-01-01 00:09:22.143,2.334,7
1901,"That's right, he almost could. Which is exactly how I got stuck there.",Joey,neutral,neutral,189,3,5,12,1900-01-01 00:09:22.353,1900-01-01 00:09:27.315,4.962,13
1904,Oh my God!  Where the hell have you been?!!,Monica,anger,negative,189,6,5,12,1900-01-01 00:09:30.528,1900-01-01 00:09:34.447,3.919,9
1906,"Ohh, out, oh God, I don't know why we didn't think to check there!",Rachel,anger,negative,189,8,5,12,1900-01-01 00:09:37.743,1900-01-01 00:09:42.289,4.546,14
